episode,timestep,return,length
295,15337,99.0,99
296,15490,153.0,153
297,15587,97.0,97
298,15891,304.0,304
299,16025,134.0,134
300,16154,129.0,129
301,16280,126.0,126
302,16402,122.0,122
303,16510,108.0,108
304,16626,116.0,116
305,16865,239.0,239
306,16913,48.0,48
307,17008,95.0,95
308,17101,93.0,93
309,17246,145.0,145
310,17412,166.0,166
311,17432,20.0,20
312,17455,23.0,23
313,17478,23.0,23
314,17503,25.0,25
315,17527,24.0,24
316,17549,22.0,22
317,17567,18.0,18
318,17585,18.0,18
319,17605,20.0,20
320,17620,15.0,15
321,17647,27.0,27
322,17665,18.0,18
323,17685,20.0,20
324,17791,106.0,106
325,17895,104.0,104
326,18045,150.0,150
327,18267,222.0,222
328,18440,173.0,173
329,18552,112.0,112
330,18665,113.0,113
331,18794,129.0,129
332,18922,128.0,128
333,19079,157.0,157
334,19286,207.0,207
335,19501,215.0,215
336,19639,138.0,138
337,19778,139.0,139
338,19899,121.0,121
339,20026,127.0,127
340,20182,156.0,156
341,20308,126.0,126
342,20416,108.0,108
343,20519,103.0,103
344,20627,108.0,108
345,20738,111.0,111
346,20896,158.0,158
347,21056,160.0,160
348,21198,142.0,142
349,21338,140.0,140
350,21476,138.0,138
351,21590,114.0,114
352,21695,105.0,105
353,21803,108.0,108
354,21905,102.0,102
355,22010,105.0,105
356,22137,127.0,127
357,22245,108.0,108
358,22343,98.0,98
359,22438,95.0,95
360,22536,98.0,98
361,22553,17.0,17
362,22569,16.0,16
363,22585,16.0,16
364,22605,20.0,20
365,22621,16.0,16
366,22643,22.0,22
367,22661,18.0,18
368,22682,21.0,21
369,22698,16.0,16
370,22723,25.0,25
371,22744,21.0,21
372,22763,19.0,19
373,22783,20.0,20
374,22894,111.0,111
375,22999,105.0,105
376,23054,55.0,55
377,23073,19.0,19
378,23092,19.0,19
379,23114,22.0,22
380,23127,13.0,13
381,23149,22.0,22
382,23165,16.0,16
383,23186,21.0,21
384,23205,19.0,19
385,23221,16.0,16
386,23241,20.0,20
387,23259,18.0,18
388,23277,18.0,18
389,23297,20.0,20
390,23398,101.0,101
391,23415,17.0,17
392,23517,102.0,102
393,23570,53.0,53
394,23669,99.0,99
395,23761,92.0,92
396,23871,110.0,110
397,23989,118.0,118
398,24109,120.0,120
399,24247,138.0,138
400,24406,159.0,159
401,24477,71.0,71
402,24549,72.0,72
403,24622,73.0,73
404,24700,78.0,78
405,24771,71.0,71
406,24841,70.0,70
407,24924,83.0,83
408,24949,25.0,25
409,24973,24.0,24
410,24996,23.0,23
411,25026,30.0,30
412,25050,24.0,24
413,25076,26.0,26
414,25093,17.0,17
415,25107,14.0,14
416,25121,14.0,14
417,25135,14.0,14
418,25150,15.0,15
419,25165,15.0,15
420,25178,13.0,13
421,25193,15.0,15
422,25208,15.0,15
423,25221,13.0,13
424,25238,17.0,17
425,25252,14.0,14
426,25266,14.0,14
427,25282,16.0,16
428,25295,13.0,13
429,25309,14.0,14
430,25323,14.0,14
431,25340,17.0,17
432,25354,14.0,14
433,25368,14.0,14
434,25385,17.0,17
435,25400,15.0,15
436,25416,16.0,16
437,25430,14.0,14
438,25447,17.0,17
439,25462,15.0,15
440,25478,16.0,16
441,25493,15.0,15
442,25508,15.0,15
443,25523,15.0,15
444,25538,15.0,15
445,25553,15.0,15
446,25570,17.0,17
447,25587,17.0,17
448,25602,15.0,15
449,25684,82.0,82
450,25765,81.0,81
451,25849,84.0,84
452,25937,88.0,88
453,26019,82.0,82
454,26097,78.0,78
455,26195,98.0,98
456,26285,90.0,90
457,26373,88.0,88
458,26479,106.0,106
459,26593,114.0,114
460,26699,106.0,106
461,26782,83.0,83
462,26872,90.0,90
463,26964,92.0,92
464,27057,93.0,93
465,27157,100.0,100
466,27183,26.0,26
467,27202,19.0,19
468,27222,20.0,20
469,27242,20.0,20
470,27265,23.0,23
471,27290,25.0,25
472,27308,18.0,18
473,27332,24.0,24
474,27342,10.0,10
475,27365,23.0,23
476,27385,20.0,20
477,27480,95.0,95
478,27493,13.0,13
479,27588,95.0,95
480,27682,94.0,94
481,27699,17.0,17
482,27717,18.0,18
483,27736,19.0,19
484,27749,13.0,13
485,27774,25.0,25
486,27792,18.0,18
487,27812,20.0,20
488,27830,18.0,18
489,27851,21.0,21
490,27869,18.0,18
491,27892,23.0,23
492,28029,137.0,137
493,28172,143.0,143
494,28261,89.0,89
495,28342,81.0,81
496,28429,87.0,87
497,28530,101.0,101
498,28619,89.0,89
499,28723,104.0,104
500,28771,48.0,48
501,28859,88.0,88
502,28942,83.0,83
503,28959,17.0,17
504,28980,21.0,21
505,28998,18.0,18
506,29021,23.0,23
507,29042,21.0,21
508,29062,20.0,20
509,29081,19.0,19
510,29102,21.0,21
511,29125,23.0,23
512,29146,21.0,21
513,29164,18.0,18
514,29185,21.0,21
515,29275,90.0,90
516,29366,91.0,91
517,29404,38.0,38
518,29487,83.0,83
519,29644,157.0,157
520,29722,78.0,78
521,29853,131.0,131
522,29973,120.0,120
523,30091,118.0,118
524,30208,117.0,117
525,30313,105.0,105
526,30420,107.0,107
527,30540,120.0,120
528,30629,89.0,89
529,30713,84.0,84
530,30813,100.0,100
531,30916,103.0,103
532,30996,80.0,80
533,31012,16.0,16
534,31027,15.0,15
535,31042,15.0,15
536,31059,17.0,17
537,31074,15.0,15
538,31090,16.0,16
539,31104,14.0,14
540,31119,15.0,15
541,31135,16.0,16
542,31149,14.0,14
543,31164,15.0,15
544,31178,14.0,14
545,31194,16.0,16
546,31212,18.0,18
547,31226,14.0,14
548,31241,15.0,15
549,31257,16.0,16
550,31274,17.0,17
551,31291,17.0,17
552,31309,18.0,18
553,31323,14.0,14
554,31342,19.0,19
555,31360,18.0,18
556,31377,17.0,17
557,31393,16.0,16
558,31408,15.0,15
559,31426,18.0,18
560,31445,19.0,19
561,31463,18.0,18
562,31478,15.0,15
563,31645,167.0,167
564,31668,23.0,23
565,31756,88.0,88
566,31847,91.0,91
567,31935,88.0,88
568,32035,100.0,100
569,32333,298.0,298
570,32352,19.0,19
571,32373,21.0,21
572,32457,84.0,84
573,32475,18.0,18
574,32489,14.0,14
575,32505,16.0,16
576,32521,16.0,16
577,32531,10.0,10
578,32552,21.0,21
579,32635,83.0,83
