episode,timestep,return,length
295,18319,14.0,14
296,18424,105.0,105
297,18541,117.0,117
298,18656,115.0,115
299,18761,105.0,105
300,18869,108.0,108
301,18971,102.0,102
302,19082,111.0,111
303,19187,105.0,105
304,19313,126.0,126
305,19438,125.0,125
306,19450,12.0,12
307,19557,107.0,107
308,19657,100.0,100
309,19775,118.0,118
310,19790,15.0,15
311,19984,194.0,194
312,20101,117.0,117
313,20223,122.0,122
314,20337,114.0,114
315,20452,115.0,115
316,20582,130.0,130
317,20699,117.0,117
318,20835,136.0,136
319,20984,149.0,149
320,21109,125.0,125
321,21231,122.0,122
322,21368,137.0,137
323,21437,69.0,69
324,21503,66.0,66
325,21638,135.0,135
326,21760,122.0,122
327,21821,61.0,61
328,21880,59.0,59
329,21940,60.0,60
330,22000,60.0,60
331,22280,280.0,280
332,22395,115.0,115
333,22508,113.0,113
334,22642,134.0,134
335,22775,133.0,133
336,22908,133.0,133
337,23037,129.0,129
338,23230,193.0,193
339,23355,125.0,125
340,23480,125.0,125
341,23594,114.0,114
342,23784,190.0,190
343,23919,135.0,135
344,24056,137.0,137
345,24208,152.0,152
346,24342,134.0,134
347,24463,121.0,121
348,24597,134.0,134
349,24730,133.0,133
350,24857,127.0,127
351,25007,150.0,150
352,25141,134.0,134
353,25290,149.0,149
354,25425,135.0,135
355,25692,267.0,267
356,25822,130.0,130
357,25974,152.0,152
358,26104,130.0,130
359,26185,81.0,81
360,26298,113.0,113
361,26415,117.0,117
362,26565,150.0,150
363,26724,159.0,159
364,26873,149.0,149
365,27067,194.0,194
366,27242,175.0,175
367,27469,227.0,227
368,27969,500.0,500
369,28469,500.0,500
370,28635,166.0,166
371,28843,208.0,208
372,29005,162.0,162
373,29193,188.0,188
374,29353,160.0,160
375,29558,205.0,205
376,29850,292.0,292
377,30045,195.0,195
378,30188,143.0,143
379,30331,143.0,143
380,30488,157.0,157
381,30624,136.0,136
382,30839,215.0,215
383,30959,120.0,120
384,31124,165.0,165
385,31391,267.0,267
386,31622,231.0,231
387,31829,207.0,207
388,32001,172.0,172
389,32013,12.0,12
390,32196,183.0,183
391,32367,171.0,171
392,32548,181.0,181
393,32700,152.0,152
394,32856,156.0,156
395,33016,160.0,160
396,33229,213.0,213
397,33485,256.0,256
398,33681,196.0,196
399,33693,12.0,12
400,33703,10.0,10
401,33881,178.0,178
402,34086,205.0,205
403,34290,204.0,204
404,34486,196.0,196
405,34725,239.0,239
406,35089,364.0,364
407,35589,500.0,500
408,35807,218.0,218
409,36227,420.0,420
410,36727,500.0,500
411,37009,282.0,282
412,37252,243.0,243
413,37573,321.0,321
414,38006,433.0,433
415,38151,145.0,145
416,38444,293.0,293
417,38779,335.0,335
418,39161,382.0,382
419,39402,241.0,241
420,39624,222.0,222
421,40124,500.0,500
422,40624,500.0,500
423,41124,500.0,500
424,41624,500.0,500
425,42124,500.0,500
426,42624,500.0,500
427,43124,500.0,500
428,43296,172.0,172
429,43544,248.0,248
430,44044,500.0,500
431,44514,470.0,470
432,45014,500.0,500
433,45514,500.0,500
434,46014,500.0,500
435,46514,500.0,500
436,46729,215.0,215
437,46857,128.0,128
438,47114,257.0,257
439,47128,14.0,14
440,47310,182.0,182
441,47810,500.0,500
442,48213,403.0,403
443,48713,500.0,500
444,49213,500.0,500
445,49571,358.0,358
446,49770,199.0,199
